zcta5,stab,zipname,pop10
ZIP census tabulation area,State abbreviation,ZCTA name,Population (2010)
56296,MN,"Wheaton, MN",2029
56297,MN,"Wood Lake, MN",867
56301,MN,"St. Cloud, MN",32434
56303,MN,"St. Cloud, MN",25984
56304,MN,"St. Cloud, MN",16020
56307,MN,"Albany, MN",5157
56308,MN,"Alexandria, MN",23961
56309,MN,"Ashby, MN",1185
56310,MN,"Avon, MN",5120
56311,MN,"Barrett, MN",757
56312,MN,"Belgrade, MN",2365
56313,MN,"Bock, MN",106
56314,MN,"Bowlus, MN",1258
56315,MN,"Brandon, MN",1591
56316,MN,"Brooten, MN",1580
56318,MN,"Burtrum, MN",1238
56319,MN,"Carlos, MN",1321
56320,MN,"Cold Spring, MN",8080
56321,MN,"Collegeville, MN (PO Boxes)",1536
56323,MN,"Cyrus, MN",496
56324,MN,"Dalton, MN",1115
56325,MN,"Elrosa, MN",211
56326,MN,"Evansville, MN",1526
56327,MN,"Farwell, MN",803
56328,MN,"Flensburg, MN",128
56329,MN,"Foley, MN",7367
56330,MN,"Foreston, MN",1691
56331,MN,"Freeport, MN",2019
56332,MN,"Garfield, MN",1407
56334,MN,"Glenwood, MN",5497
56335,MN,"Greenwald, MN",199
56336,MN,"Grey Eagle, MN",1514
56338,MN,"Hillman, MN",1691
56339,MN,"Hoffman, MN",1129
56340,MN,"Holdingford, MN",2288
56342,MN,"Isle, MN",2739
56343,MN,"Kensington, MN",926
56345,MN,"Little Falls, MN",14786
56347,MN,"Long Prairie, MN",7062
56349,MN,"Lowry, MN",733
56350,MN,"Mc Grath, MN",570
56352,MN,"Melrose, MN",5868
56353,MN,"Milaca, MN",8996
56354,MN,"Miltona, MN",1367
56355,MN,"Nelson, MN",579
56356,MN,"New Munich, MN",300
56357,MN,"Oak Park, MN",1029
56358,MN,"Ogilvie, MN",3256
56359,MN,"Onamia, MN",3878
56360,MN,"Osakis, MN",3917
56361,MN,"Parkers Prairie, MN",2403
56362,MN,"Paynesville, MN",5844
56363,MN,"Pease, MN",155
56364,MN,"Pierz, MN",5416
56367,MN,"Rice, MN",6263
56368,MN,"Richmond, MN",4239
56369,MN,"Rockville, MN",528
56371,MN,"Roscoe, MN",99
56373,MN,"Royalton, MN",3051
56374,MN,"St. Joseph, MN",9868
56375,MN,"St. Stephen, MN",852
56376,MN,"St. Martin, MN",358
56377,MN,"Sartell, MN",17648
56378,MN,"Sauk Centre, MN",7778
56379,MN,"Sauk Rapids, MN",16163
56381,MN,"Starbuck, MN",2458
56382,MN,"Swanville, MN",1540
56384,MN,"Upsala, MN",328
56385,MN,"Villard, MN",928
56386,MN,"Wahkon, MN",652
56387,MN,"Waite Park, MN",6734
56389,MN,"West Union, MN",111
56401,MN,"Brainerd, MN",29439
56425,MN,"Baxter, MN",7655
56431,MN,"Aitkin, MN",8931
56433,MN,"Akeley, MN",1840
56434,MN,"Aldrich, MN",235
56435,MN,"Backus, MN",2372
56436,MN,"Benedict, MN",67
56437,MN,"Bertha, MN",1380
56438,MN,"Browerville, MN",2949
56440,MN,"Clarissa, MN",1409
56441,MN,"Crosby, MN",3596
56442,MN,"Crosslake, MN",2381
56443,MN,"Cushing, MN",1417
56444,MN,"Deerwood, MN",3087
56446,MN,"Eagle Bend, MN",1597
56447,MN,"Emily, MN",1150
56448,MN,"Fifty Lakes, MN",332
56449,MN,"Fort Ripley, MN",1769
56450,MN,"Garrison, MN",1017
56452,MN,"Hackensack, MN",1755
56453,MN,"Hewitt, MN",871
56455,MN,"Ironton, MN",1488
56456,MN,"Jenkins, MN",50
56458,MN,"Lake George, MN",357
56461,MN,"Laporte, MN",3241
56464,MN,"Menahga, MN",4336
56465,MN,"Merrifield, MN",2062
56466,MN,"Motley, MN",3116
56467,MN,"Nevis, MN",2412
56468,MN,"Nisswa, MN",4589
56469,MN,"Palisade, MN",998
56470,MN,"Park Rapids, MN",10334
56472,MN,"Pequot Lakes, MN",7459
56473,MN,"Pillager, MN",3380
56474,MN,"Pine River, MN",4244
56475,MN,"Randall, MN",1655
56477,MN,"Sebeka, MN",2758
56479,MN,"Staples, MN",5384
56481,MN,"Verndale, MN",2031
56482,MN,"Wadena, MN",6666
56484,MN,"Walker, MN",3205
56501,MN,"Detroit Lakes, MN",16290
56510,MN,"Ada, MN",2333
56511,MN,"Audubon, MN",1878
56514,MN,"Barnesville, MN",3696
56515,MN,"Battle Lake, MN",2892
56516,MN,"Bejou, MN",294
56517,MN,"Beltrami, MN",279
56518,MN,"Bluffton, MN",388
56519,MN,"Borup, MN",300
56520,MN,"Breckenridge, MN",3983
56521,MN,"Callaway, MN",757
56522,MN,"Campbell, MN",538
56523,MN,"Climax, MN",539
56524,MN,"Clitherall, MN",661
56525,MN,"Comstock, MN",106
56527,MN,"Deer Creek, MN",840
56528,MN,"Dent, MN",1673
56529,MN,"Dilworth, MN",4026
56531,MN,"Elbow Lake, MN",1994
56533,MN,"Elizabeth, MN",291
56534,MN,"Erhard, MN",1164
56535,MN,"Erskine, MN",1363
56536,MN,"Felton, MN",482
56537,MN,"Fergus Falls, MN",18548
56540,MN,"Fertile, MN",1962
56541,MN,"Flom, MN (PO Boxes)",24
56542,MN,"Fosston, MN",2829
56543,MN,"Foxhome, MN",276
56544,MN,"Frazee, MN",5294
56545,MN,"Gary, MN",682
56546,MN,"Georgetown, MN",346
56547,MN,"Glyndon, MN",2700
56548,MN,"Halstad, MN",771
56549,MN,"Hawley, MN",4508
56550,MN,"Hendrum, MN",414
56551,MN,"Henning, MN",2237
56552,MN,"Hitterdal, MN",429
56553,MN,"Kent, MN",293
56554,MN,"Lake Park, MN",2709
56556,MN,"McIntosh, MN",1160
56557,MN,"Mahnomen, MN",2811
56560,MN,"Moorhead, MN",40766
56565,MN,"Nashua, MN",107
56566,MN,"Naytahwaush, MN",668
56567,MN,"New York Mills, MN",3169
56568,MN,"Nielsville, MN",142
56569,MN,"Ogema, MN",1357
56570,MN,"Osage, MN",1238
56571,MN,"Ottertail, MN",1800
56572,MN,"Pelican Rapids, MN",5454
56573,MN,"Perham, MN",5993
56574,MN,"Perley, MN",266
56575,MN,"Ponsford, MN",763
56576,MN,"Richville, MN",799
56577,MN,"Richwood, MN",21
56578,MN,"Rochert, MN",747
56579,MN,"Rothsay, MN",1136
56580,MN,"Sabin, MN",1171
56581,MN,"Shelly, MN",287
56583,MN,"Tintah, MN",168
56584,MN,"Twin Valley, MN",1553
56585,MN,"Ulen, MN",1049
56586,MN,"Underwood, MN",1839
56587,MN,"Vergas, MN",1404
56588,MN,"Vining, MN",568
56589,MN,"Waubun, MN",1975
56590,MN,"Wendell, MN",373
56591,MN,"White Earth, MN",170
56592,MN,"Winger, MN",516
56593,MN,"Wolf Lake, MN",14
56594,MN,"Wolverton, MN",440
56601,MN,"Bemidji, MN",32225
56621,MN,"Bagley, MN",4639
56623,MN,"Baudette, MN",2749
56626,MN,"Bena, MN",356
56627,MN,"Big Falls, MN",309
56628,MN,"Bigfork, MN",1681
56629,MN,"Birchdale, MN (PO Boxes)",197
56630,MN,"Blackduck, MN",2117
56633,MN,"Cass Lake, MN",4541
56634,MN,"Clearbrook, MN",1639
56636,MN,"Deer River, MN",5137
56637,MN,"Talmoon, MN",227
56639,MN,"Effie, MN",459
56641,MN,"Federal Dam, MN",324
56644,MN,"Gonvick, MN",787
56646,MN,"Gully, MN",355
56647,MN,"Hines, MN",839
56649,MN,"International Falls, MN",9932
56650,MN,"Kelliher, MN",722
56651,MN,"Lengby, MN",538
56652,MN,"Leonard, MN",539
56653,MN,"Littlefork, MN",1336
56654,MN,"Loman, MN",153
56655,MN,"Longville, MN",1303
56657,MN,"Marcell, MN",304
56658,MN,"Margie, MN",6
56659,MN,"Max, MN",54
56660,MN,"Mizpah, MN",240
56661,MN,"Northome, MN",942
56662,MN,"Outing, MN",511
56663,MN,"Pennington, MN",220
56666,MN,"Ponemah, MN",1066
56667,MN,"Puposky, MN",662
56668,MN,"Ranier, MN",136
56669,MN,"Kabetogama, MN",375
56670,MN,"Redby, MN",1440
56671,MN,"Red Lake, MN",3371
56672,MN,"Remer, MN",2097
56673,MN,"Roosevelt, MN",795
56676,MN,"Shevlin, MN",1663
56678,MN,"Solway, MN",1321
56680,MN,"Spring Lake, MN",117
56681,MN,"Squaw Lake, MN",318
56683,MN,"Tenstrike, MN",772
56684,MN,"Trail, MN",282
56685,MN,"Waskish, MN",117
56686,MN,"Williams, MN",984
56687,MN,"Wilton, MN",73
56688,MN,"Wirt, MN",157
56701,MN,"Thief River Falls, MN",12690
56710,MN,"Alvarado, MN",490
56711,MN,"Angle Inlet, MN",96
56713,MN,"Argyle, MN",1022
56714,MN,"Badger, MN",1157
56715,MN,"Brooks, MN",350
56716,MN,"Crookston, MN",9416
56720,MN,"Donaldson, MN",57
56721,MN,"East Grand Forks, MN",10096
56722,MN,"Euclid, MN",386
56723,MN,"Fisher, MN",970
56724,MN,"Gatzke, MN",159
56725,MN,"Goodridge, MN",978
56726,MN,"Greenbush, MN",1631
56727,MN,"Grygla, MN",769
56728,MN,"Hallock, MN",1364
56729,MN,"Halma, MN",140
56731,MN,"Humboldt, MN (PO Boxes)",93
56732,MN,"Karlstad, MN",1136
56733,MN,"Kennedy, MN",390
56734,MN,"Lake Bronson, MN",467
56735,MN,"Lancaster, MN",816
56736,MN,"Mentor, MN",903
56737,MN,"Middle River, MN",871
56738,MN,"Newfolden, MN",1368
56741,MN,"Oak Island, MN",23
56742,MN,"Oklee, MN",918
56744,MN,"Oslo, MN",543
56744,ND,"Oslo, MN",78
56748,MN,"Plummer, MN",600
56750,MN,"Red Lake Falls, MN",2539
56751,MN,"Roseau, MN",5575
56754,MN,"St. Hilaire, MN",546
56755,MN,"St. Vincent, MN",102
56756,MN,"Salol, MN",799
56757,MN,"Stephen, MN",932
56758,MN,"Strandquist, MN",418
56759,MN,"Strathcona, MN",364
56760,MN,"Viking, MN",358
56761,MN,"Wannaska, MN",488
56762,MN,"Warren, MN",2494
56763,MN,"Warroad, MN",5180
57001,SD,"Alcester, SD",1672
57002,SD,"Aurora, SD",863
57003,SD,"Baltic, SD",1879
57004,SD,"Beresford, SD",3356
57005,SD,"Brandon, SD",10473
57006,SD,"Brookings, SD",24530
57010,SD,"Burbank, SD",493
57012,SD,"Canistota, SD",1160
57013,SD,"Canton, SD",4440
57014,SD,"Centerville, SD",1471
57015,SD,"Chancellor, SD",787
57016,SD,"Chester, SD",693
57017,SD,"Colman, SD",1340
57018,SD,"Colton, SD",1372
57020,SD,"Crooks, SD",1502
57021,SD,"Davis, SD",276
57022,SD,"Dell Rapids, SD",4996
57024,SD,"Egan, SD",428
57025,SD,"Elk Point, SD",2795
57026,MN,"Elkton, SD",66
57026,SD,"Elkton, SD",1392
57027,SD,"Fairview, SD",109
57028,SD,"Flandreau, SD",3448
57029,SD,"Freeman, SD",2023
57030,MN,"Garretson, SD",143
57030,SD,"Garretson, SD",2816
57031,SD,"Gayville, SD",741
57032,SD,"Harrisburg, SD",5906
57033,SD,"Hartford, SD",4713
57034,SD,"Hudson, SD",712
57035,SD,"Humboldt, SD",1200
57036,SD,"Hurley, SD",811
57037,SD,"Irene, SD",819
57038,SD,"Jefferson, SD",1667
57039,SD,"Lennox, SD",3265
57040,SD,"Lesterville, SD",389
57041,SD,"Lyons, SD (PO Boxes)",97
57042,SD,"Madison, SD",8415
57043,SD,"Marion, SD",1378
57045,SD,"Menno, SD",996
57046,SD,"Mission Hill, SD",626
57047,SD,"Monroe, SD",256
57048,SD,"Montrose, SD",1170
57049,SD,"Dakota Dunes, SD",5789
57050,SD,"Nunda, SD",191
57051,SD,"Oldham, SD",263
57052,SD,"Olivet, SD",452
57053,SD,"Parker, SD",1893
57054,SD,"Ramona, SD",502
57055,SD,"Renner, SD",1090
57057,SD,"Rutland, SD",152
57058,SD,"Salem, SD",1973
57059,SD,"Scotland, SD",1522
57061,SD,"Sinai, SD",102
57062,SD,"Springfield, SD",2410
57063,SD,"Tabor, SD",1006
57064,SD,"Tea, SD",5072
57065,SD,"Trent, SD",397
57066,SD,"Tyndall, SD",1508
57067,SD,"Utica, SD",537
57068,MN,"Valley Springs, SD",41
57068,SD,"Valley Springs, SD",1471
57069,SD,"Vermillion, SD",11988
57070,SD,"Viborg, SD",1387
57071,SD,"Volga, SD",2758
57072,SD,"Volin, SD",584
57073,SD,"Wakonda, SD",711
57075,SD,"Lake Madison, SD",893
57076,SD,"Winfred, SD",521
57077,SD,"Worthing, SD",1324
57078,NE,"Yankton, SD",32
57078,SD,"Yankton, SD",19089
57103,SD,"Sioux Falls, SD",34480
57104,SD,"Sioux Falls, SD",25901
57105,SD,"Sioux Falls, SD",22268
57106,SD,"Sioux Falls, SD",39852
57107,SD,"Sioux Falls, SD",8044
57108,SD,"Sioux Falls, SD",17267
57110,SD,"Sioux Falls, SD",12309
57117,SD,"Sioux Falls, SD",61
57197,SD,"Sioux Falls, SD",959
57201,SD,"Watertown, SD",24983
57212,SD,"Arlington, SD",2062
57213,SD,"Astoria, SD",485
57214,SD,"Badger, SD",75
57216,SD,"Big Stone City, SD",1044
57217,SD,"Bradley, SD",244
57218,SD,"Brandt, SD",327
57219,SD,"Bristol, SD",567
57220,SD,"Bruce, SD",767
57221,SD,"Bryant, SD",808
57223,SD,"Castlewood, SD",1356
57224,SD,"Claire City, SD",195
57225,SD,"Clark, SD",1873
57226,SD,"Clear Lake, SD",2072
57227,SD,"Corona, SD",434
57231,SD,"De Smet, SD",1695
57232,SD,"Eden, SD",299
57233,SD,"Erwin, SD",118
57234,SD,"Estelline, SD",1274
57235,SD,"Florence, SD",844
57236,SD,"Garden City, SD",118
57237,SD,"Gary, SD",665
57238,SD,"Goodwin, SD",483
57239,SD,"Grenville, SD",223
57241,SD,"Hayti, SD",1048
57242,SD,"Hazel, SD",432
57243,SD,"Henry, SD",604
57245,SD,"Kranzburg, SD",126
57246,SD,"Labolt, SD",161
57247,SD,"Lake City, SD",320
57248,SD,"Lake Norden, SD",1057
57249,SD,"Lake Preston, SD",994
57251,SD,"Marvin, SD",127
57252,SD,"Milbank, SD",4800
57255,SD,"New Effington, SD",538
57256,SD,"Ortley, SD",127
57257,SD,"Peever, SD",810
57258,SD,"Raymond, SD",385
57259,SD,"Revillo, SD",505
57260,SD,"Rosholt, SD",1093
57261,SD,"Roslyn, SD",321
57262,SD,"Sisseton, SD",4963
57263,SD,"South Shore, SD",450
57264,SD,"Stockholm, SD",219
57265,SD,"Strandburg, SD",225
57266,SD,"Summit, SD",607
57268,SD,"Toronto, SD",443
57269,SD,"Twin Brooks, SD",413
57270,SD,"Veblen, SD",904
57271,SD,"Vienna, SD",247
57272,SD,"Wallace, SD",173
57273,SD,"Waubay, SD",1316
57274,SD,"Webster, SD",2813
57276,SD,"White, SD",1178
57278,SD,"Willow Lake, SD",748
57279,SD,"Wilmot, SD",1058
57301,SD,"Mitchell, SD",18375
57311,SD,"Alexandria, SD",1616
57312,SD,"Alpena, SD",516
57313,SD,"Armour, SD",1128
57314,SD,"Artesian, SD",734
57315,SD,"Avon, SD",987
57317,SD,"Bonesteel, SD",526
57319,SD,"Bridgewater, SD",1003
57321,SD,"Canova, SD",388
57322,SD,"Carpenter, SD",296
57323,SD,"Carthage, SD",215
57324,SD,"Cavour, SD",383
57325,SD,"Chamberlain, SD",3054
57328,SD,"Corsica, SD",1134
57329,SD,"Dante, SD",258
57330,SD,"Delmont, SD",625
57331,SD,"Dimock, SD",459
57332,SD,"Emery, SD",730
57334,SD,"Ethan, SD",895
57335,SD,"Fairfax, SD",244
57337,SD,"Fedora, SD",140
57339,SD,"Fort Thompson, SD",1525
57340,SD,"Fulton, SD",355
57341,SD,"Gann Valley, SD",151
57342,SD,"Geddes, SD",558
57344,SD,"Harrison, SD",155
57345,SD,"Highmore, SD",1238
57346,SD,"Stephan, SD",68
57348,SD,"Hitchcock, SD",527
57349,SD,"Howard, SD",1493
57350,SD,"Huron, SD",14534
57353,SD,"Iroquois, SD",829
57355,SD,"Kimball, SD",1352
57356,SD,"Lake Andes, SD",1993
57358,SD,"Lane, SD",34
57359,SD,"Letcher, SD",649
57361,SD,"Marty, SD",198
57362,SD,"Miller, SD",2149
57363,SD,"Mount Vernon, SD",1003
57364,SD,"New Holland, SD",56
57365,SD,"Oacoma, SD",522
57366,SD,"Parkston, SD",2228
57367,SD,"Pickstown, SD",210
57368,SD,"Plankinton, SD",1226
57369,SD,"Platte, SD",2495
57370,SD,"Pukwana, SD",814
57371,SD,"Ree Heights, SD",234
57373,SD,"Saint Lawrence, SD",437
57374,SD,"Spencer, SD",343
57375,SD,"Stickney, SD",647
57376,SD,"Tripp, SD",1010
57379,SD,"Virgil, SD",84
57380,SD,"Wagner, SD",3470
57381,SD,"Wessington, SD",490
57382,SD,"Wessington Springs, SD",1591
57383,SD,"White Lake, SD",732
57384,SD,"Wolsey, SD",839
57385,SD,"Woonsocket, SD",1221
57386,SD,"Yale, SD",209
57401,SD,"Aberdeen, SD",30061
57420,SD,"Akaska, SD",75
57421,SD,"Amherst, SD",88
57422,SD,"Andover, SD",235
57424,SD,"Ashton, SD",291
57426,SD,"Barnard, SD (PO Boxes)",63
57427,SD,"Bath, SD",620
57428,SD,"Bowdle, SD",710
57429,SD,"Brentford, SD",94
57430,SD,"Britton, SD",2243
57432,SD,"Claremont, SD",465
57433,SD,"Columbia, SD",383
57434,SD,"Conde, SD",566
57435,SD,"Cresbard, SD",247
57436,SD,"Doland, SD",384
57437,SD,"Eureka, SD",1286
57438,SD,"Faulkton, SD",1580
57439,SD,"Ferney, SD",52
57440,SD,"Frankfort, SD",612
57441,SD,"Frederick, SD",607
57442,SD,"Gettysburg, SD",1664
57445,SD,"Groton, SD",2068
57446,SD,"Hecla, SD",472
57448,SD,"Hosmer, SD",348
57449,SD,"Houghton, SD",146
57450,SD,"Hoven, SD",672
57451,SD,"Ipswich, SD",2293
57452,SD,"Java, SD",278
57454,SD,"Langford, SD",558
57455,SD,"Lebanon, SD",96
57456,SD,"Leola, SD",862
57457,SD,"Longlake, SD",90
57460,SD,"Mansfield, SD",365
57461,SD,"Mellette, SD",392
57465,SD,"Northville, SD",371
57466,SD,"Onaka, SD",124
57467,SD,"Orient, SD",293
57468,SD,"Pierpont, SD",247
57469,SD,"Redfield, SD",3305
57470,SD,"Rockham, SD",143
57471,SD,"Roscoe, SD",674
57472,SD,"Selby, SD",953
57473,SD,"Seneca, SD",161
57474,SD,"Stratford, SD",197
57475,SD,"Tolstoy, SD",160
57476,SD,"Tulare, SD",463
57477,SD,"Turton, SD",117
57479,SD,"Warner, SD",666
57481,SD,"Westport, SD",598
57501,SD,"Pierre, SD",16309
57520,SD,"Agar, SD",153
57521,SD,"Belvidere, SD",167
57522,SD,"Blunt, SD",463
57523,SD,"Burke, SD",1094
57528,SD,"Colome, SD",748
57529,SD,"Dallas, SD",395
57531,SD,"Draper, SD",228
57532,SD,"Fort Pierre, SD",2835
57533,SD,"Gregory, SD",1900
57534,SD,"Hamill, SD",183
57536,SD,"Harrold, SD",469
57537,SD,"Hayes, SD",83
57538,SD,"Herrick, SD",322
57540,SD,"Holabird, SD",106
57541,SD,"Ideal, SD",167
57543,SD,"Kadoka, SD",870
57544,SD,"Kennebec, SD",419
57547,SD,"Long Valley, SD",139
57548,SD,"Lower Brule, SD",1380
57551,SD,"Martin, SD",2279
57552,SD,"Midland, SD",554
57553,SD,"Milesville, SD",153
57555,SD,"Mission, SD",3834
57559,SD,"Murdo, SD",638
57560,SD,"Norris, SD",436
57562,SD,"Okaton, SD",98
57563,SD,"Okreek, SD",240
57564,SD,"Onida, SD",995
57566,SD,"Parmelee, SD",1060
57567,SD,"Philip, SD",1406
57568,SD,"Presho, SD",689
57569,SD,"Reliance, SD",445
57570,SD,"Rosebud, SD",2064
57571,SD,"St. Charles, SD",14
57572,SD,"Saint Francis, SD",1847
57574,SD,"Tuthill, SD",104
57576,SD,"Vivian, SD",204
57577,SD,"Wanblee, SD",1211
57579,SD,"White River, SD",1330
57580,SD,"Winner, SD",4449
57584,SD,"New Witten, SD",125
57585,SD,"Wood, SD",226
57601,SD,"Mobridge, SD",4003
57620,SD,"Bison, SD",515
57621,SD,"Bullhead, SD",378
57622,SD,"Cherry Creek, SD",318
57623,SD,"Dupree, SD",1042
57625,SD,"North Eagle Butte, SD",4230
57626,SD,"Faith, SD",971
57630,SD,"Glencross, SD (PO Boxes)",32
57631,SD,"Glenham, SD",361
57632,SD,"Herreid, SD",634
57633,SD,"Isabel, SD",414
57634,SD,"Keldron, SD",115
57636,SD,"Lantry, SD (PO Boxes)",164
57638,ND,"Lemmon, SD",246
57638,SD,"Lemmon, SD",1675
57639,SD,"Little Eagle, SD",371
57640,SD,"Lodgepole, SD",176
57641,ND,"McIntosh, SD",23
57641,SD,"McIntosh, SD",272
57642,ND,"Mc Laughlin, SD",36
57642,SD,"Mc Laughlin, SD",1881
57644,SD,"Meadow, SD",335
57645,ND,"Morristown, SD",90
57645,SD,"Morristown, SD",127
57646,SD,"Mound City, SD",199
57648,ND,"Pollock, SD",15
57648,SD,"Pollock, SD",320
57649,SD,"Prairie City, SD",217
57650,SD,"Ralph, SD",29
57651,SD,"Reva, SD",115
57652,SD,"Ridgeview, SD",402
57656,SD,"Timber Lake, SD",723
57657,SD,"Trail City, SD",203
57658,SD,"Wakpala, SD (PO Boxes)",446
57660,ND,"Watauga, SD",23
57660,SD,"Watauga, SD",76
57661,SD,"Whitehorse, SD",88
57701,SD,"Rapid City, SD",43462
57702,SD,"Rapid City, SD",32980
57703,SD,"Rapid Valley, SD",14205
57706,SD,"Box Elder, SD",2903
57714,SD,"Allen, SD",872
57716,SD,"Batesland, SD",486
57717,SD,"Belle Fourche, SD",7937
57717,WY,"Belle Fourche, SD",70
57718,SD,"Blackhawk, SD",6307
57719,SD,"Box Elder, SD",6217
57720,SD,"Buffalo, SD",651
57722,SD,"Buffalo Gap, SD",283
57724,MT,"Camp Crook, SD",34
57724,SD,"Camp Crook, SD",176
57725,SD,"Caputa, SD",162
57730,SD,"Custer, SD",5315
57732,SD,"Deadwood, SD",1979
57735,SD,"Edgemont, SD",1327
57738,SD,"Fairburn, SD",170
57741,SD,"Fort Meade, SD (PO Boxes)",63
57744,SD,"Hermosa, SD",2238
57745,SD,"Hill City, SD",2109
57747,SD,"Hot Springs, SD",5870
57748,SD,"Howes, SD",318
57750,SD,"Interior, SD",295
57751,SD,"Keystone, SD",844
57752,SD,"Kyle, SD",2245
57754,SD,"Lead, SD",3793
57755,SD,"Ludlow, SD",116
57756,SD,"Manderson-White Horse Creek, SD",1126
57758,SD,"Mud Butte, SD",200
57759,SD,"Nemo, SD",546
57760,SD,"Newell, SD",1353
57761,SD,"New Underwood, SD",1210
57762,SD,"Nisland, SD",531
57763,SD,"Oelrichs, SD",282
57764,SD,"Oglala, SD",1923
57766,SD,"Oral, SD",237
57767,SD,"Owanka, SD",149
57769,SD,"Piedmont, SD",3515
57770,SD,"Pine Ridge, SD",5271
57772,SD,"Porcupine, SD",2048
57773,SD,"Pringle, SD",133
57775,SD,"Quinn, SD",230
57776,SD,"Redig, SD (PO Boxes)",15
57779,SD,"St. Onge, SD",333
57780,SD,"Scenic, SD",102
57782,SD,"Smithwick, SD",61
57783,SD,"Spearfish, SD",14290
57785,SD,"Sturgis, SD",9377
57787,SD,"Union Center, SD",365
57788,SD,"Vale, SD",485
57790,SD,"Wall, SD",1111
57791,SD,"Wasta, SD",190
57792,SD,"White Owl, SD",129
57793,SD,"Whitewood, SD",1913
57794,SD,"Wounded Knee, SD",644
57799,SD,"Spearfish, SD",660
58001,ND,"Abercrombie, ND",55
58002,ND,"Absaraka, ND",23
58004,ND,"Amenia, ND",266
58005,ND,"Argusville, ND",854
58006,ND,"Arthur, ND",427
58007,ND,"Ayr, ND",119
58008,ND,"Barney, ND",229
58009,ND,"Blanchard, ND",102
58011,ND,"Buffalo, ND",391
58012,ND,"Casselton, ND",2474
58013,ND,"Cayuga, ND",101
58015,ND,"Christine, ND",291
58016,ND,"Clifford, ND",192
58017,ND,"Cogswell, ND",313
58018,ND,"Colfax, ND",324
58021,ND,"Davenport, ND",447
58027,ND,"Enderlin, ND",1391
58029,ND,"Erie, ND",129
58030,ND,"Fairmount, ND",649
58031,ND,"Fingal, ND",414
58032,ND,"Forman, ND",722
58033,ND,"Fort Ransom, ND",374
58035,ND,"Galesburg, ND",262
58036,ND,"Gardner, ND",274
58038,ND,"Grandin, ND",332
58040,ND,"Gwinner, ND",920
58041,ND,"Hankinson, ND",1545
58042,ND,"Harwood, ND",1386
58043,ND,"Havana, ND",167
58045,ND,"Hillsboro, ND",2230
58046,ND,"Hope, ND",583
58047,ND,"Horace, ND",3560
58048,ND,"Hunter, ND",418
58049,ND,"Kathryn, ND",289
58051,ND,"Kindred, ND",1458
58052,ND,"Leonard, ND",581
58053,ND,"Lidgerwood, ND",1171
58054,ND,"Lisbon, ND",3128
58056,ND,"Luverne, ND",191
58057,ND,"Mcleod, ND",147
58058,ND,"Mantador, ND",123
58059,ND,"Mapleton, ND",1168
58060,ND,"Milnor, ND",1329
58061,ND,"Mooreton, ND",413
58062,ND,"Nome, ND",174
58063,ND,"Oriska, ND",340
58064,ND,"Page, ND",450
58065,ND,"Pillsbury, ND",22
58067,ND,"Rutland, ND",243
58068,ND,"Sheldon, ND",321
58069,ND,"Stirum, ND",176
58071,ND,"Tower City, ND",409
58072,ND,"Valley City, ND",7997
58075,ND,"Wahpeton, ND",9276
58076,ND,"Wahpeton, ND",236
58077,ND,"Walcott, ND",787
58078,ND,"West Fargo, ND",26321
58079,ND,"Wheatland, ND",530
58081,ND,"Wyndmere, ND",845
58102,ND,"Fargo, ND",29850
58103,ND,"Fargo, ND",47302
58104,ND,"Fargo, ND",28322
58105,ND,"Fargo, ND",2483
58201,ND,"Grand Forks, ND",34880
58202,ND,"Grand Forks, ND",1839
58203,ND,"Grand Forks, ND",18229
58204,ND,"Grand Forks AFB, ND",2107
58205,ND,"Grand Forks AFB, ND",260
58210,ND,"Adams, ND",322
58212,ND,"Aneta, ND",474
58214,ND,"Arvilla, ND",367
58216,ND,"Bathgate, ND",153
58218,ND,"Buxton, ND",700
58219,ND,"Caledonia, ND",47
58220,ND,"Cavalier, ND",2360
58222,ND,"Crystal, ND",295
58223,ND,"Cummings, ND",212
58224,ND,"Dahlen, ND",41
58225,MN,"Drayton, ND",71
58225,ND,"Drayton, ND",1054
58227,ND,"Edinburg, ND",504
58228,ND,"Emerado, ND",880
58229,ND,"Fairdale, ND",114
58230,ND,"Finley, ND",663
58231,ND,"Fordville, ND",490
58233,ND,"Forest River, ND",283
58235,ND,"Gilby, ND",418
58237,ND,"Grafton, ND",5499
58238,ND,"Hamilton, ND",167
58239,ND,"Hannah, ND",71
58240,ND,"Hatton, ND",1276
58241,ND,"Hensel, ND",126
58243,ND,"Hoople, ND",539
58244,ND,"Inkster, ND",194
58249,ND,"Langdon, ND",2574
58250,ND,"Lankin, ND",241
58251,ND,"Larimore, ND",2049
58254,ND,"McVille, ND",513
58256,ND,"Manvel, ND",872
58257,ND,"Mayville, ND",2239
58258,ND,"Mekinock, ND",290
58259,ND,"Michigan City, ND",454
58260,ND,"Milton, ND",173
58261,ND,"Minto, ND",1112
58262,ND,"Mountain, ND",134
58265,ND,"Neche, ND",519
58266,ND,"Niagara, ND",203
58267,ND,"Northwood, ND",1520
58269,ND,"Osnabrock, ND",207
58270,ND,"Park River, ND",1950
58271,ND,"Pembina, ND",708
58272,ND,"Petersburg, ND",312
58273,ND,"Pisek, ND",264
58274,ND,"Portland, ND",953
58275,ND,"Reynolds, ND",733
58276,ND,"St. Thomas, ND",503
58277,ND,"Sharon, ND",225
58278,ND,"Thompson, ND",1988
